dc:identifier,dc:title,dc:subject1,is part of,dc:description,dc:date,dc:spatial,dc:language,dc:interviewee,dc:interviewer,dc:performer,dc:performer,dc:performer,dc:performer,dc:performer,dc:contributor (recordist),dc:contributor (speaker),dc:extent,dc:subject2,dc:subject3,dc:subject4,dc:subject4
C1002X0034XX-0500,Unknown polka - Harkie's polkas [i],1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:07:24,violin,,,
C1002X0034XX-0600,Unknown polka - Harkie's polkas [ii],1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:19,violin,,,
C1002X0034XX-0700,Unknown polka,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:30,violin,,,
C1002X0034XX-0900,Heigho polka (jig),1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:28,violin,,,
C1002X0034XX-1000,The Hurling boys (old country dance),1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:26,violin,,,
C1002X0034XX-1100,The sprig of shilleagh,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:53,violin,,,
C1002X0034XX-1200,The Irish washerwoman,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:57,violin,,,
C1002X0034XX-1300,The three sea captains hornpipe (jig),1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:55,violin,,,
C1002X0034XX-1400,The Cock of the north,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:05:18,violin,,,
C1002X0034XX-1500,The Keel row,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:51,violin,,,
C1002X0034XX-1600,The Arkansas traveller,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:49,violin,,,
C1002X0034XX-1700,Mc Ginty's hornpipe,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:04:08,violin,,,
C1002X0034XX-1800,The Glasgow hornpipe,1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:34,violin,,,
C1002X0035XX-0200,The Flowers of Edinburgh,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:13,violin,,,
C1002X0035XX-0300,The West end hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:48,violin,,,
C1002X0035XX-0600,Star hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:41,violin,,,
C1002X0035XX-0700,Top of the morning hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:04:28,violin,,,
C1002X0035XX-0800,Tinivare lass hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:55,violin,,,
C1002X0035XX-1100,The Kildare fancy hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:13,violin,,,
C1002X0035XX-1200,Tomorrow morning hornpipe,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:00,violin,,,
C1002X0035XX-1400,Over the waves waltz,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:50,violin,,,
C1002X0046XX-0200,St Patrick's Day,1CDR0007374 (copy of C1002/46),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",1977,"Worlingworth, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:40,violin,,,
C1002X0035XX-0400,Conversation,1CDR0007372 (copy of C1002/35),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,,,,,,"Summers, Keith (recordist)",,00:03:01,,,,
C1002X0028XX-0700,Bring up the grog (hornpipe) - take 1,1CDR0007369 (copy of C1002/28),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Performance notes: Performer dissatisfied with this take 'scrubb it'. ",04/05/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:45,violin,,,
C1002X0036XX-0500,The Three captains,1CDR0007372 (copy of C1002/36),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:43,violin,,,
C1002X0036XX-0600,Thistle hornpipe,1CDR0007372 (copy of C1002/36),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:48,violin,,,
C1002X0036XX-0700,A Visit to Ireland - jig,1CDR0007372 (copy of C1002/36),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:31,violin,,,
C1002X0036XX-0900,Staten Island or Burn's hornpipe,1CDR0007372 (copy of C1002/36),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:04:24,violin,,,
C1002X0037XX-0200,Marton's hornpipe,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:04,violin,,,
C1002X0037XX-0300,Fay's hornpipe,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:06,violin,,,
C1002X0037XX-0400,The Liverpool hornpipe,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:40,violin,,,
C1002X0037XX-0500,The Rocket hornpipe,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:29,violin,,,
C1002X0037XX-0600,The Jack Tar hornpipe,1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recorded in reverse stereo, this has been corrected for playback purposes. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:09,violin,,,
C1002X0019XX-1400,Garry Owen,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Distortion in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:22,violin,,,
C1002X0019XX-1500,The Hurling boy (old time dance),1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Distortion in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:18,violin,,,
C1002X0019XX-1600,untitled polka [1],1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Distortion in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:14,violin,,,
C1002X0019XX-1700,untitled polka [2],1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Distortion in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:25,violin,,,
C1002X0034XX-0800,"Sultan's polka - 1, 2, 3, 4-5",1CDR0007371 (copy of C1002/34),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Short drop out in one channel. ",05/03/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:03:38,violin,,,
C1002X0017XX-1900,Tune [Air],1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Slight deteriation in sound quality as tape comes to its end. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:02:29,violin,,,
C1002X0019XX-0900,The Maid at the well - jig,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Slightly muffled in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:32,violin,,,
C1002X0019XX-1000,The Old Kerry fiddler - jig,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Slightly muffled in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:04:59,violin,,,
C1002X0019XX-0500,The College hornpipe (Jack's the lad) - take 1 [Sailors hornpipe],1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Slightly muffled recording in left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:53,violin,,,
C1002X0019XX-0600,The College hornpipe (Jack's the lad) - take 2 [Sailors hornpipe],1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Slightly muffled recording in left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:22,violin,,,
C1002X0019XX-1300,Saint Patrick's day - jig,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Sound muffled in the left channel, goes out of focus. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:56,violin,,,
C1002X0019XX-1100,The Priest and his boots - jig,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Sound muffled in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:21,violin,,,
C1002X0019XX-1200,The Top of Cork road - jig,1CDR0007366 (copy of C1002/19),Keith Summers Collection,"Performer notes: From Kenton, Suffolk. Age 69. Left handed fiddle player who plays a right handed strung violin. Recording notes: Sound muffled in the left channel. ",ca. 1975-02-09,"Bedfield, Suffolk, England, UK",,,,"Whiting, Fred ('Pip'), 1906-1988 (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:19,violin,,,
